ag-13Y1-a -158.91695227
ag-25Y1-a -175.78205840
ag-25Y2-a -175.78475966
ag-37Y1-a -192.22604790
ag-37Y2-a -192.38587425
ag-37Y3-a -192.63427622
ag-49Y1-a -209.09951235
ag-49Y2-a -209.02282864
ag-49Y3-a -208.89725525
ag-49Y4-a -209.03168061
ag-49Y5-a -209.12129653
ag-49Y6-a -209.13922061
au-13Y1-a -184.39008389
au-25Y1-a -201.25332782
au-25Y2-a -201.27456855
au-37Y1-a -217.68992892
au-37Y2-a -217.86335579
au-37Y3-a -218.10128641
au-49Y1-a -234.59334614
au-49Y2-a -234.49998304
au-49Y3-a -234.35342980
au-49Y4-a -234.50634282
au-49Y5-a -234.58616277
au-49Y6-a -234.59121783
cd-13Y1-a -69.51619977
cd-25Y1-a -86.38373673
cd-25Y2-a -86.34812626
cd-37Y1-a -102.85783420
cd-37Y2-a -102.95056500
cd-37Y3-a -103.19194355
cd-49Y1-a -119.68021822
cd-49Y2-a -119.56859995
cd-49Y3-a -119.51389259
cd-49Y4-a -119.55345065
cd-49Y5-a -119.72960125
cd-49Y6-a -119.72026655
co-13Y1-a -361.72737815
co-25Y1-a -378.07561725
co-25Y2-a -378.68190415
co-37Y1-a -394.75138721
co-37Y2-a -395.26179219
co-37Y3-a -395.44098959
co-49Y1-a -411.93637478
co-49Y2-a -411.78198345
co-49Y3-a -411.48292021
co-49Y4-a -411.91196447
co-49Y5-a -412.09725094
co-49Y6-a -412.03537434
cu-13Y1-a -205.22331969
cu-25Y1-a -222.06704320
cu-25Y2-a -222.10787148
cu-37Y1-a -238.37286542
cu-37Y2-a -238.70254347
cu-37Y3-a -238.90277225
cu-49Y1-a -255.40494374
cu-49Y2-a -255.35529708
cu-49Y3-a -255.04084436
cu-49Y4-a -255.34447390
cu-49Y5-a -255.25692495
cu-49Y6-a -255.48962149
fe-13Y1-a -415.30204194
fe-25Y1-a -432.14271585
fe-25Y2-a -432.19930072
fe-37Y1-a -448.28606709
fe-37Y2-a -448.79086627
fe-37Y3-a -448.97908976
fe-49Y1-a -465.36995985
fe-49Y2-a -465.90852674
fe-49Y3-a -464.93391729
fe-49Y4-a -465.44905218
fe-49Y5-a -465.62650995
fe-49Y6-a -465.53607921
ir-13Y1-a -442.34119988
ir-25Y1-a -459.21231083
ir-25Y2-a -459.08784405
ir-37Y1-a -475.22530153
ir-37Y2-a -475.63709643
ir-37Y3-a -475.43490984
ir-49Y1-a -492.55776132
ir-49Y2-a -492.59043678
ir-49Y3-a -491.89098997
ir-49Y4-a -492.08327498
ir-49Y5-a -492.05949757
ir-49Y6-a -492.04465995
ni-13Y1-a -285.08316907
ni-25Y1-a -301.93314491
ni-25Y2-a -301.87694905
ni-37Y1-a -318.15109607
ni-37Y2-a -318.45634680
ni-37Y3-a -318.55704109
ni-49Y1-a -335.29858298
ni-49Y2-a -335.22769705
ni-49Y3-a -335.10468985
ni-49Y4-a -335.21089640
ni-49Y5-a -334.91560553
ni-49Y6-a -335.16451906
os-13Y1-a -553.08240511
os-25Y1-a -569.87762406
os-25Y2-a -569.86804826
os-37Y1-a -586.12495942
os-37Y2-a -586.45185320
os-37Y3-a -586.58332142
os-49Y1-a -603.21775521
os-49Y2-a -603.22971482
os-49Y3-a -603.58348359
os-49Y4-a -603.20512137
os-49Y5-a -602.74518700
os-49Y6-a -603.18871659
pd-13Y1-a -275.42859463
pd-25Y1-a -292.29836410
pd-25Y2-a -292.21221905
pd-37Y1-a -308.42741984
pd-37Y2-a -308.78874462
pd-37Y3-a -308.85633831
pd-49Y1-a -325.71535575
pd-49Y2-a -325.55118050
pd-49Y3-a -325.35298626
pd-49Y4-a -325.50718095
pd-49Y5-a -325.85478233
pd-49Y6-a -325.46570766
pt-13Y1-a -316.92784603
pt-25Y1-a -333.88719059
pt-25Y2-a -333.69400895
pt-37Y1-a -349.74760203
pt-37Y2-a -350.25646928
pt-37Y3-a -350.29728566
pt-49Y1-a -367.26514633
pt-49Y2-a -367.18907182
pt-49Y3-a -366.52057374
pt-49Y4-a -366.97184529
pt-49Y5-a -366.73295975
pt-49Y6-a -366.88339461
rh-13Y1-a -367.84126242
rh-25Y1-a -384.81868824
rh-25Y2-a -384.66854622
rh-37Y1-a -401.06920534
rh-37Y2-a -401.23304650
rh-37Y3-a -401.35326418
rh-49Y1-a -418.19437094
rh-49Y2-a -418.11460159
rh-49Y3-a -417.71554710
rh-49Y4-a -417.98511077
rh-49Y5-a -417.75553545
rh-49Y6-a -417.96212541
ru-13Y1-a -457.51749047
ru-25Y1-a -474.14375516
ru-25Y2-a -474.28058972
ru-37Y1-a -490.60507150
ru-37Y2-a -490.88492030
ru-37Y3-a -491.00696699
ru-49Y1-a -507.45596792
ru-49Y2-a -507.44284746
ru-49Y3-a -509.91936421
ru-49Y4-a -507.60870283
ru-49Y5-a -507.11785404
ru-49Y6-a -507.61241943
zn-13Y1-a -87.45837025
zn-25Y1-a -104.30662687
zn-25Y2-a -104.33378527
zn-37Y1-a -120.70606821
zn-37Y2-a -120.90877520
zn-37Y3-a -121.16490160
zn-49Y1-a -137.62852788
zn-49Y2-a -137.53086294
zn-49Y3-a -137.37105444
zn-49Y4-a -137.52878260
zn-49Y5-a -137.58359612
zn-49Y6-a -137.73698980
