ag-1221-a -155.27593537
ag-1231-a -162.76284213
ag-2421-a -172.19890842
ag-2422-a -171.61825482
ag-2431-a -178.84797536
ag-3621-a -188.86974164
ag-3622-a -188.38894773
ag-3623-a -188.59723256
ag-3631-a -195.70862314
ag-3632-a -195.09971318
ag-4821-a -205.48464658
ag-4822-a -205.46884759
ag-4823-a -205.05173687
ag-4824-a -205.18570513
ag-4825-a -205.35852637
ag-4826-a -205.25434072
ag-4831-a -212.37305241
ag-4832-a -212.41587820
ag-4833-a -211.83620780
au-1221-a -180.71411559
au-1231-a -188.17038152
au-2421-a -197.64022821
au-2422-a -197.07147536
au-2431-a -204.30242766
au-3621-a -214.32587635
au-3622-a -213.85791992
au-3623-a -214.02559640
au-3631-a -221.13160641
au-3632-a -220.54616829
au-4821-a -230.93045876
au-4822-a -230.91444799
au-4823-a -230.54061312
au-4824-a -230.64504634
au-4825-a -230.81958974
au-4826-a -230.70350021
au-4831-a -237.82194005
au-4832-a -237.86939993
au-4833-a -237.32693117
cd-1221-a -65.97678191
cd-1231-a -73.44008148
cd-2421-a -82.87562414
cd-2422-a -82.30669322
cd-2431-a -89.53441994
cd-3621-a -99.53838849
cd-3622-a -99.07390505
cd-3623-a -99.25332438
cd-3631-a -106.35380227
cd-3632-a -105.76361057
cd-4821-a -116.14717201
cd-4822-a -116.13174480
cd-4823-a -115.72275243
cd-4824-a -115.86089923
cd-4825-a -116.01666173
cd-4826-a -115.90282312
cd-4831-a -123.00966065
cd-4832-a -123.07740182
cd-4833-a -122.51240009
co-1221-a -357.75153977
co-1231-a -365.39272001
co-2421-a -374.65070537
co-2422-a -374.09792280
co-2431-a -381.29535237
co-3621-a -391.29649066
co-3622-a -390.88632306
co-3623-a -391.13012517
co-3631-a -398.28496999
co-3632-a -397.57642729
co-4821-a -407.95440095
co-4822-a -407.94586146
co-4823-a -407.54282185
co-4824-a -407.60307262
co-4825-a -407.87787525
co-4826-a -407.56904036
co-4831-a -414.93354351
co-4832-a -414.88471181
co-4833-a -413.92340349
cu-1221-a -201.41126116
cu-1231-a -208.95298708
cu-2421-a -218.31443122
cu-2422-a -217.74965595
cu-2431-a -224.96065957
cu-3621-a -234.98839069
cu-3622-a -234.51792789
cu-3623-a -234.75247004
cu-3631-a -241.89763722
cu-3632-a -241.23774870
cu-4821-a -251.64030036
cu-4822-a -251.57943758
cu-4823-a -251.18483019
cu-4824-a -251.31109462
cu-4825-a -251.51097318
cu-4826-a -251.41318751
cu-4831-a -258.56930939
cu-4832-a -258.55521230
cu-4833-a -257.97095516
fe-1221-a -411.29193337
fe-1231-a -418.71370834
fe-2421-a -428.19723477
fe-2422-a -427.91695805
fe-2431-a -434.85280850
fe-3621-a -445.33194774
fe-3622-a -444.65823816
fe-3623-a -444.99331493
fe-3631-a -451.94493335
fe-3632-a -451.15171784
fe-4821-a -461.56988118
fe-4822-a -461.53961302
fe-4823-a -461.32450134
fe-4824-a -461.26325436
fe-4825-a -461.46041713
fe-4826-a -461.06493147
fe-4831-a -468.60414410
fe-4832-a -468.46942922
fe-4833-a -467.87811564
ir-1221-a -438.19365417
ir-1231-a -445.78578810
ir-2421-a -454.99192110
ir-2422-a -454.56055878
ir-2431-a -461.66234810
ir-3621-a -471.66493930
ir-3622-a -471.28441126
ir-3623-a -471.54678538
ir-3631-a -478.78130529
ir-3632-a -477.92165016
ir-4821-a -488.40699808
ir-4822-a -488.33122242
ir-4823-a -487.94656458
ir-4824-a -488.01556692
ir-4825-a -488.27065331
ir-4826-a -488.17738989
ir-4831-a -495.50194439
ir-4832-a -495.27232082
