ag-12S1-a -145.69047341
ag-14S1-a -153.47910049
ag-24S1-a -162.35579208
ag-26S1-a -170.12714556
ag-26S2-a -170.19498785
ag-36S1-a -178.95368303
ag-36S2-a -179.02180959
ag-38S1-a -186.79429761
ag-38S2-a -186.68103310
ag-38S3-a -186.84323358
ag-48S1-a -195.60280126
ag-48S2-a -195.60925187
ag-48S3-a -195.62571663
ag-4aS1-a -203.45823505
ag-4aS2-a -203.51828407
ag-4aS3-a -203.49098333
ag-4aS4-a -203.52012658
ag-4aS5-a -203.46320329
ag-4aS6-a -203.50220374
au-12S1-a -171.33167193
au-14S1-a -179.01390173
au-24S1-a -188.02846685
au-26S1-a -195.67110363
au-26S2-a -195.76894924
au-36S1-a -204.53459127
au-36S2-a -204.69937853
au-38S1-a -212.34823487
au-38S2-a -212.38624931
au-38S3-a -212.42506401
au-48S1-a -221.19109441
au-48S2-a -221.20218217
au-48S3-a -221.24176056
au-4aS1-a -229.02769167
au-4aS2-a -229.07634475
au-4aS3-a -229.05140398
au-4aS4-a -229.06461564
au-4aS5-a -229.05215539
au-4aS6-a -229.09858746
cd-12S1-a -56.28138427
cd-14S1-a -63.99583753
cd-24S1-a -72.89409912
cd-26S1-a -80.62876583
cd-26S2-a -80.69587939
cd-36S1-a -89.51122683
cd-36S2-a -89.55629942
cd-38S1-a -97.29469483
cd-38S2-a -97.24632748
cd-38S3-a -97.34528062
cd-48S1-a -106.14272287
cd-48S2-a -106.17197898
cd-48S3-a -106.16926156
cd-4aS1-a -113.94714223
cd-4aS2-a -114.01107275
cd-4aS3-a -113.98193304
cd-4aS4-a -113.92872710
cd-4aS5-a -113.99029166
cd-4aS6-a -114.00020545
co-12S1-a -349.64670562
co-14S1-a -356.37565948
co-24S1-a -366.37322737
co-26S1-a -373.10349147
co-26S2-a -373.02995429
co-36S1-a -382.96959328
co-36S2-a -383.07840840
co-38S1-a -389.61137769
co-38S2-a -389.69502632
co-38S3-a -389.93199807
co-48S1-a -399.58899683
co-48S2-a -399.63597760
co-48S3-a -399.74047351
co-4aS1-a -406.43198616
co-4aS2-a -406.48257961
co-4aS3-a -406.29384451
co-4aS4-a -406.36307603
co-4aS5-a -406.30598132
co-4aS6-a -406.49821114
cu-12S1-a -192.49232264
cu-14S1-a -199.74440748
cu-24S1-a -209.16899118
cu-26S1-a -216.40130304
cu-26S2-a -216.48482909
cu-36S1-a -225.76244561
cu-36S2-a -225.86007611
cu-38S1-a -233.07772449
cu-38S2-a -233.02521380
cu-38S3-a -233.13306757
cu-48S1-a -242.42478788
cu-48S2-a -242.42793436
cu-48S3-a -242.46523109
cu-4aS1-a -249.74906026
cu-4aS2-a -249.78926390
cu-4aS3-a -249.76683215
cu-4aS4-a -249.78915625
cu-4aS5-a -249.76213547
cu-4aS6-a -249.80902197
fe-12S1-a -403.57883100
fe-14S1-a -410.02781742
